customerID,gender,SeniorCitizen,MaritalStatus,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,InternationalPlan,VoiceMailPlan,NumbervMailMessages,TotalDayMinutes,TotalDayCalls,TotalEveMinutes,TotalEveCalls,TotalNightMinutes,TotalNightCalls,TotalIntlMinutes,TotalIntlCalls,CustomerServiceCalls,TotalCall,TotalRevenue,Churn
5296-BFCYD,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,Yes,30,276.6,99,220.1,113,177.9,95,9.8,6,2,315,936.9,No
5297-MDOIR,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),Yes,No,0,164,99,153.1,102,123.8,104,6.4,4,0,309,5224.5,No
5306-BVTKJ,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),No,No,0,174.4,112,265.8,122,182.4,87,0,0,4,325,2651.2,No
5309-TAIKL,Female,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),No,No,0,229.6,82,138.1,103,250.8,109,3.3,3,1,298,418.3,No
5310-NOOVA,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,No,No,0,174,85,241.1,114,207.8,94,7.9,1,1,295,907.1,No
5312-TSZVC,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,No,0,205.3,95,166.7,128,240.6,84,7.8,4,1,312,270.6,No
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No,No,0,232.1,81,210.8,101,165.4,87,15,6,5,280,1266.4,No
5318-IXUZF,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,293.7,89,272.5,71,178.2,76,11,10,2,248,183.8,Yes
5318-YKDPV,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,No,0,169.2,70,271.5,77,170.2,104,10.6,2,0,253,3566.6,No
5324-KTGCG,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No,No,0,204.3,65,247.3,123,214.7,94,12,4,1,287,1539.8,No
5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),No,No,0,179.3,93,188.8,65,253.2,88,12.1,5,1,252,2302.4,No
5345-BMKWB,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,No,0,180.7,127,174.6,94,165.3,114,12,6,2,343,158.4,No
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,Yes,Yes,33,127.2,93,162.9,104,247.4,109,8.1,13,0,319,1346.2,No
5348-CAGXB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No,No,0,129.9,121,230.1,105,140.5,123,13.3,3,0,352,1021.8,No
5353-WILCI,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,Yes,32,262.2,123,165.2,82,194.3,57,10.6,5,0,267,1522.7,No
5365-LLFYV,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,No,0,167.8,121,212.9,123,208.2,73,13,3,5,325,105.6,No
5366-OBVMR,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,No,0,189.8,110,115.5,83,191.3,103,12.2,4,0,300,908.8,No
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,Yes,37,185.4,87,178.5,128,218.3,107,8,3,4,329,452.2,No
5380-XPJNZ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,Yes,No,0,12.5,67,256.6,90,169.4,88,7.7,9,1,255,678.2,No
5382-TEMLV,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,68.4,86,193.3,110,171.5,139,10.4,4,0,339,2298.6,No
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,Yes,31,185.4,105,197.6,126,147.1,110,14.5,4,2,347,273.0,No
5392-AKEMH,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,209.2,134,0,0,175.4,94,11.8,6,1,235,523.1,No
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),No,No,0,201.8,81,225,114,204.4,82,10.3,6,1,284,2404.2,No
5394-MEITZ,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,No,0,149.3,113,242.2,122,174.3,104,8.9,6,2,347,4946.7,No
5396-IZEPB,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,No,0,122.5,145,273.3,103,197.8,71,8,3,2,324,180.7,No
5397-TUPSH,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),Yes,No,0,204.3,82,188.8,115,139.4,97,9.2,7,1,302,4555.2,No
5399-ZIMKF,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,154.3,107,183,111,54,134,10.9,8,0,360,383.7,No
5404-GGUKR,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,134.8,96,167.2,78,161.5,123,7.7,5,2,304,262.3,No
5419-CONWX,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,No,0,245.7,139,241.9,113,285.3,117,4.2,5,4,378,442.9,Yes
5419-KLXBN,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,295.4,126,232.1,117,204.4,123,11.5,2,1,369,2257.8,Yes
5424-RLQLC,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,No,No,0,151.8,106,138,126,233.5,112,11.2,8,3,355,639.0,No
5433-KYGHE,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,No,0,180.6,65,280.4,99,292.4,105,5,3,1,273,1164.1,No
5438-QMDDL,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,No,No,0,193.3,106,169,150,225.2,122,11.8,4,0,382,1130.9,No
5439-WIKXB,Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,No,0,182.6,83,154.5,111,196,57,12.1,5,0,256,3851.5,No
5442-BHQNG,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,No,0,181.8,117,158.1,91,266.2,123,9.7,9,0,340,139.3,No
5442-PPTJY,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,No,0,191.7,122,241.4,88,203.5,86,9.1,5,1,302,258.4,No
5442-XSDCW,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,154,133,198.9,121,151.9,100,9.5,3,4,361,868.5,Yes
5445-GLVOT,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,Yes,35,200.4,104,272.8,89,214.5,100,8.3,4,1,298,1049.1,No
5445-UTODQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,No,0,239,156,273,106,278.2,93,13.5,8,1,364,576.7,Yes
5447-VYTKW,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,No,No,0,175.4,120,98.3,71,201.9,93,10.6,1,0,285,1461.5,No
5447-WZAFP,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,No,No,0,174.4,120,156.3,98,136.5,121,10.2,5,0,344,5200.8,No
5453-YBTWV,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),No,No,0,127,107,323.2,75,143.9,127,7.5,2,1,312,6994.8,No
5457-COLHT,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,No,0,202.7,105,224.9,90,253.9,108,12.1,7,0,310,5542.6,No
5465-BUBFA,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,No,0,155.5,101,213.4,89,237.9,61,7.6,11,1,263,772.4,No
5468-BPMMO,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,No,0,103.3,103,138.5,79,164.8,98,9,2,2,284,851.2,No
5469-NUJUR,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,No,0,159.5,77,303.8,92,226.9,120,12,4,0,293,373.5,No
5474-LAMUQ,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,No,0,142.5,82,231.4,110,131.2,67,10,4,2,265,533.9,No
5480-XTFFL,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,Yes,19,87.7,103,223,86,182.3,112,7.3,4,2,307,697.7,No
5482-VXSXJ,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No,No,0,206.2,76,232.4,76,251.6,96,13.6,2,1,251,2157.3,No
5485-ITNPC,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,Yes,32,216.8,78,102.2,111,174,83,8.6,2,0,274,5595.3,No
5494-HECPR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,Yes,34,162.1,83,171.8,117,259.8,76,9.6,3,4,283,80.3,Yes
5494-WOZRZ,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),Yes,Yes,29,139.8,114,138.2,91,221,88,5.5,6,0,299,5999.9,No
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,No,0,219.2,92,149.4,125,244.7,104,6.1,5,0,326,419.4,No
5498-IBWPI,Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),No,No,0,175.4,130,248.1,105,122.4,85,12.2,4,0,324,3251.9,No
5499-ECUTN,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No,No,0,153.8,89,234,89,196.3,77,11.6,2,4,261,3021.5,No
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,No,0,172,145,276.4,101,193.7,100,10.1,9,1,356,55.3,No
5505-OVWQW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,Yes,Yes,37,237.1,76,264.2,125,271.3,120,7.9,3,1,325,353.7,No
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No,No,0,193.3,126,154.7,85,174.8,98,9.4,6,3,318,1174.8,No
5514-YQENT,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,No,0,159,80,167.9,128,167.6,101,12.3,5,1,315,4507.2,No
5515-RUGKN,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,No,0,221.7,95,193,82,194.1,113,6.5,4,3,297,438.1,No
5519-TEEUH,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,Yes,Yes,31,225,78,191.3,79,226.7,79,9.1,3,1,240,682.2,No
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,No,0,202,102,243.2,128,261.3,90,10.9,3,1,324,44.0,No
5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,No,No,0,235.5,81,257.2,130,103.1,111,11.5,4,2,328,2199.1,No
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),No,Yes,29,179.3,104,225.9,86,323,78,8.6,7,0,275,2453.3,No
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,No,No,0,109.1,97,115.7,96,295.8,84,8.3,6,0,283,829.3,No
5529-GIBVH,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,Yes,30,217.4,74,213.8,86,227.2,104,6.6,3,0,267,1046.2,No
5537-UXXVS,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,Yes,30,198.9,87,207,90,159.8,76,12.6,4,3,260,375.3,No
5539-TMZLF,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,267.1,104,180.4,131,230.6,106,17.3,4,1,346,69.8,Yes
5542-DHSXL,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,No,0,130,110,185.3,88,178.7,105,8.3,4,0,307,235.1,No
5542-NKVRU,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,Yes,33,119.6,104,278.7,88,263.4,175,5.9,2,2,371,844.5,No
5542-TBBWB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,Yes,25,176.6,65,172.7,96,104.5,128,11.3,5,2,296,69.9,No
5543-QDCRY,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,No,0,124.4,83,179.7,81,253,99,11.3,6,0,269,234.9,No
5546-BYZSM,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,No,0,253.5,104,117.9,123,248.5,104,14,2,0,333,775.6,No
5546-QUERU,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,Yes,20,146.1,98,277.4,104,137.7,100,6.2,3,1,306,257.0,No
5552-ZNFSJ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,No,0,229.7,129,336,104,192.8,128,9.6,1,1,363,45.3,Yes
5562-BETPV,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,No,0,151.1,123,187.4,104,255.4,93,5.3,3,1,324,19.7,No
5562-YJQGT,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,No,0,190.1,105,182.2,116,279.8,105,13,2,1,329,35.1,No
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,234.4,103,279.3,109,234.2,121,2,2,1,336,75.3,Yes
5566-SOEZD,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),No,No,0,168.6,121,168.6,94,95.3,59,12.3,4,1,279,2209.8,No
5567-GZKQY,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,No,0,224.6,94,225.9,120,269,105,12.5,8,2,329,1131.5,No
5568-DMXZS,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,Yes,31,225.2,89,256.8,117,249.7,87,11.5,1,4,298,554.5,No
5574-NXZIU,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,Yes,35,198.5,123,270.6,74,209.9,130,8.1,10,1,338,7049.8,No
5575-GNVDE,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,No,Yes,25,265.1,110,197.4,99,244.7,91,10,3,1,304,1889.5,No
5575-TPIZQ,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,No,0,231.3,87,224.7,88,214.6,69,7.2,7,1,252,4245.6,No
5577-OTWWW,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,No,0,297.9,141,238.1,107,240.5,93,8.9,5,1,347,297.3,Yes
5578-NKCXI,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),No,Yes,20,264.7,81,216.5,110,210.7,102,10.4,7,0,300,5846.7,No
5583-SXDAG,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,Yes,37,172.7,93,120.1,116,216.1,86,10.3,5,5,305,70.0,Yes
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,No,0,226.1,105,201.5,107,246.2,98,10.3,5,1,316,482.3,No
5600-KTXFM,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,Yes,38,224.7,121,294,131,290,61,9.8,6,0,319,143.9,No
5600-PDUJF,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,No,0,142.4,107,318.7,78,224.1,108,11.1,7,1,301,312.7,No
5602-BVFMK,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,No,0,189.3,157,174.9,70,221.9,117,11.2,5,3,352,228.8,No
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,232.1,122,292.3,112,201.2,112,0,0,3,349,515.5,No
5614-DNZCE,Female,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No,No,0,154.4,130,217.2,101,185.4,52,13.9,4,1,288,3795.5,No
5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,No,0,113.3,96,197.9,89,284.5,93,11.7,2,4,284,374.5,Yes
5619-XZZKR,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,Yes,30,122.9,93,233.5,91,199.5,144,9.6,2,2,332,68.2,No
5624-BQSSA,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,Yes,32,209.5,108,109.6,64,189.7,145,9.1,6,6,329,21.0,Yes
5624-RYAMH,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,No,0,160.6,103,237,109,245.1,88,10.7,1,1,302,178.9,No
5627-TVBPP,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,No,0,209.4,133,211.5,121,291.2,123,7.2,4,1,382,644.5,No
5628-RKIFK,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),No,Yes,17,204.9,84,201,102,219.7,97,11.3,5,0,288,5070.4,No
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,No,0,119.3,117,215.1,109,178.7,90,11.1,1,1,318,177.4,No
5639-NTUPK,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,No,0,211.5,100,184.6,88,164.3,131,13.3,4,2,325,670.7,No
5642-MHDQT,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No,Yes,28,151.1,90,194.8,79,239.2,114,10,3,1,287,1039.5,No
5647-URDKA,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,Yes,44,116,85,150.1,120,246.8,98,12,2,1,306,130.3,No
5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,Yes,26,198.8,115,166.6,67,198.5,118,14.4,3,1,304,180.3,Yes
5649-RXQTV,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,Yes,28,249.6,87,227.2,138,239.9,92,7.6,3,3,323,5038.2,No
5651-CPDND,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,Yes,31,202.5,91,241.4,108,169.6,77,7.8,2,1,279,492.1,No
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),No,Yes,31,189.8,126,163.3,133,264.8,126,7.5,3,1,389,3339.1,No
5651-WYIPH,Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,0,221.8,97,203.8,134,215.8,154,8.4,4,1,390,865.8,No
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,No,0,210.5,102,204.5,83,127.8,53,8.5,5,1,244,2723.8,No
5656-JAMLX,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,No,0,151.7,93,178.5,77,229.1,111,13.1,8,2,291,1253.7,No
5671-RQRLP,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,Yes,22,224.4,114,146,106,241.4,98,8.8,2,1,321,5411.4,No
5676-CFLYY,Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,No,0,86.3,134,246.6,92,251.6,91,11.3,4,1,322,5154.5,No
5680-LQOGP,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,No,0,147,79,162.3,103,162.9,80,10.5,4,1,267,5646.6,No
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),No,No,0,175.1,73,171.9,116,131.1,94,7.3,6,1,290,6563.4,No
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,No,Yes,36,294.9,106,165.7,115,189.2,63,9.8,5,3,292,1410.3,No
5687-DKDTV,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,No,0,268.4,85,150.6,131,297.9,84,9.7,8,2,310,77.5,Yes
5692-FPTAH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,No,0,123.2,104,190,117,170.3,95,12.9,5,4,325,45.4,Yes
5693-PIPCS,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,No,0,152.4,74,274.6,88,252.2,120,6.6,5,3,290,4220.4,No
5696-CEIQJ,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,No,0,171.9,98,159,127,139.5,101,7.6,3,2,331,6895.5,No
5696-EXCYS,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,No,0,243.1,105,231.4,108,180.9,120,7.8,4,2,339,369.1,No
5696-JVVQY,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),No,Yes,30,61.6,103,255.1,110,225.9,96,12.4,5,1,315,3238.4,No
5696-QURRL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,No,0,81.7,123,210.2,108,212,64,11.3,3,6,304,45.1,Yes
5701-YVSVF,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,No,0,231.9,101,160.1,94,110.4,98,14.3,6,3,302,880.1,No
5701-ZIKJE,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,No,0,230.4,65,257.4,80,107.3,88,8.5,3,1,237,610.8,No
5702-KVQRD,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,No,0,222.5,74,169.7,75,264.3,94,9,3,2,248,5832.7,No
